id,slug,gene name,gene family,description,automated?
4ec078e67ae10a000100ca87,scattered-composition,Scattered Composition,Visual Qualities,"Scattered compositions contain multiple elements irregularly distributed across an artwork’s surface in many directions. While some artists might use [chance](/gene/chance) effect to determine where a paint dab might land on canvas, like many [Abstract Expressionists](/gene/abstract-expressionism), others have created the same dispersed style through careful and considered application, like [Sherrie Levine’s](/artist/sherrie-levine) knot works. This category applies not only to the seemingly random patterns found in two and three-dimensional artwork, but also dance and installation art, such as [Trisha Brown’s](/artist/trisha-brown) gravity-defying choreography for “Walking on the Wall” or [Robert Morris’](/artist/robert-morris) “Untitled (Scatter Piece),” featuring industrially-fabricated sculptures dispersed across a gallery floor.",FALSE
4e0ce88687b7d10001004332,bulbous,Bulbous,Visual Qualities,"A term applied to bulging, swollen or bulb-shaped forms and objects. One of the earliest known renderings of the human figure, the [Venus of Willendorf](/artwork/venus-of-willendorf), is one of the most often cited examples. Artists from [Peter Paul Rubens](/artist/peter-paul-rubens) to [Pablo Picasso](/artist/pablo-picasso) and [Fernando Botero](/artist/fernando-botero) have since experimented with hyper-rounded figures. Abstracted bulbous shapes as in the sculptures of [Jean Arp](/artist/jean-arp) and [Constantin Brancusi](/artist/constantin-brancusi) have also paved the way for a preponderance such forms in contemporary design, from the likes of [Maarten de Ceulaer](/artist/maarten-de-ceulaer) and [the Haas Brothers](/artist/the-haas-brothers).",FALSE
4e1b210467c8e10001002e47,related-to-toys,Related to Toys,Subject Matter,"Kids aren't the only ones preoccupied with toys. During the 20th century, particularly in movements such as [Dada](/gene/dada) and [Pop](/gene/pop-art), playthings have been depicted or used as a medium to reflect (both positively and negatively) on consumerism, youth, the fantastic, eroticism, nostalgia, or all of the above at once. And in contemporary digital and video art, one can witness a new engagement with virtual toys, especially video games.",FALSE
4e35ec031f6862000101036a,united-kingdom-and-ireland,United Kingdom and Ireland,Geographic Regions,"Artists who are from or have lived in the United Kingdom (Scotland, Wales, England, and Northern Ireland) or the Republic of Ireland.",TRUE
4e5ff542e890b100010800ee,hard-edged-1,Hard-Edged,Visual Qualities,"A term originating in the late 1950s for abstract paintings characterized by sharply defined geometric areas of flat colors conveying little or no depth, such as works by [Ellsworth Kelly](/artist/ellsworth-kelly), [Kenneth Noland](/artist/kenneth-noland), [Ad Reinhardt](/artist/ad-reinhardt), and [Barnett Newman](/artist/barnett-newman). In addition to historical paintings, this term can be used to describe the appearance of contemporary works as well as sculptures.",FALSE
4e5ff554e890b10001082fa4,molecular-1,Molecular,Visual Qualities,"Used in describing artworks containing forms resembling molecules, atoms, or other microscopic particles. ",FALSE
4e60120fe890b100011db876,topographic-photography,Topographic Photography,Medium and Techniques,"Technique in which a scene&mdash;usually a landscape&mdash;is photographed as if it were being surveyed from afar, practiced most famously by the 1970s [‘New Topographics’](/gene/new-topographics) photographers, including Robert Adams, Lewis Baltz, Nicholas Nixon, and [Bernd and Hilla Becher](/artist/bernd-and-hilla-becher). These artists inspired Becher's students at the Kunstakademie Düsseldorf, who in the 1990s composed the influential ""[Dusseldorf School](/gene/dusseldorf-school-of-photography),"" composed of such photographers as [Andreas Gursky](/artist/andreas-gursky) and [Thomas Struth](/artist/thomas-struth-2).",FALSE
4e60345be890b1000124efe0,latin-america-and-the-caribbean,Latin America and the Caribbean,Geographic Regions,Artists who are from or who have lived in Latin America or the Caribbean.,TRUE
4e6035e1e890b100012525ef,eastern-europe,Eastern Europe,Geographic Regions,"Artists who are from or who have lived in Eastern Europe, which includes Belarus, Bulgaria, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Poland, the Republic of Moldova, Romania, Slovakia, and Ukraine. ",TRUE
4e8f1aa004fef6000100177e,layered-images,Layered Images,Visual Qualities,"Artworks with distinct overlays of visual imagery. This layering can be achieved both through the physical build up of translucent mediums (such as paint or glass), or the artist's composition. [Barbara Kruger's _Untitled (EVIL)_](/artwork/barbara-kruger-untitled-evil), for example, superimposes a seemingly benign image of a woman's face with a word that is anything but, while [Ryan McGinness](/artist/ryan-mcginness) layers graphic icons to create a jumbled mash-up of forms—""random access memories,"" as he calls them.",FALSE
4e3adafd4d76300001000722,encaustic,Encaustic,Medium and Techniques,"_“A beautiful woman leaves in the heart of an indifferent man an image as fleeting as a reflection on water, but in a lover’s heart, the image is fixed with fire like an encaustic painting that time will never erase.” —Plutarch_

It is not clear exactly when encaustic (from the Greek enkaustikos, “to burn in”) was first used, but some of the earliest surviving examples date from as far back as the 1st century BC. Originally referring to a specific process of using heat to fuse beeswax with pigment and resin, encaustic has become a more general term for the use of wax and painting in tandem. Because of its durability, encaustic was most likely first used by the Greeks in order to waterproof and decorate ships, but eventually found its way into more traditional forms of art. After the fall of the Byzantine empire, where the medium appears in many religious icons, encaustic largely disappeared until the 18th century when it was used by artists trying to imitate Greek and Roman Art. In the 20th century, encaustic is most often associated with the work of [Jasper Johns](/artist/jasper-johns), who used it in his Flag paintings, the first of which was displayed in 1955. Because of its versatility, other artists, such as [Martin Kline](/artist/martin-kline), [Brice Marden](/artist/brice-marden), and [Lynda Benglis](/artist/lynda-benglis), continued to work with encaustic throughout the 20th century and into the present day.",FALSE
4e0ce8655695820001004166,dense-composition,Dense Composition,Visual Qualities,"Similar to “horror vacui,” a Latin-derived term for “fear of empty spaces,” compositions in this category cover the entire surface of a work with [highly-detailed](/gene/highly-detailed) visual content.  The art of filling empty spaces dates back to Ancient Egyptian hieroglyphs, Greco-Roman friezes, and South Asian miniature paintings, where picture planes would overflow with [interlaced bodies](/gene/interlaced-bodies).  Centuries later, [Northern Renaissance](/gene/northern-renaissance) artists like [Hieronymus Bosch](/artist/hieronymus-bosch) and [Albrecht Dürer](/artist/albrecht-durer) would execute complex compositions with little negative space between their meticulously-rendered figures.  Symbolically and physically dense designs can be found in contemporary art as well, from the totemic assemblages of [Vanessa German](/artist/vanessa-german) to the wheatpaste wall installations of [Swoon](/artist/swoon).",FALSE
4e1b05137082620001000019,grid,Grid,Visual Qualities,"A general category for both two- and three-dimensional artworks incorporating a grid or lattice structure in some fashion. Artworks with grids in them are most often abstract and are geometrically precise. The grid is usually associated with the work of 1960s Minimalist and Conceptual artists, such as [Sol LeWitt](/artist/sol-lewitt), [Carl Andre](/artist/carl-andre), and [Donald Judd](/artist/donald-judd), and was generally used to create an un-hierarchical composition, absent of traditional imagery or meaning.",FALSE
4e5ffabde890b1000108f479,stolen-moments,Stolen Moments,Subject Matter,Images and scenes involving unknown passersby seemingly captured without the permission of the subject.,FALSE
